epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1697310843834,2023-10-14T19:14:03.834000,0.0,-10.549,1.646,-1.28
1697310843874,2023-10-14T19:14:03.874000,0.04,-8.963,1.524,-0.732
1697310843914,2023-10-14T19:14:03.914000,0.08,-2.378,-1.28,0.305
1697310843954,2023-10-14T19:14:03.954000,0.12,-2.5,0.732,-1.829
1697310843994,2023-10-14T19:14:03.994000,0.16,-11.037,3.78,-2.561
1697310844034,2023-10-14T19:14:04.034000,0.2,-11.951,2.866,-1.829
1697310844074,2023-10-14T19:14:04.074000,0.24,-1.402,-0.427,-1.037
1697310844114,2023-10-14T19:14:04.114000,0.28,0.305,1.646,-1.524
1697310844154,2023-10-14T19:14:04.154000,0.32,-4.39,2.744,-3.232
1697310844194,2023-10-14T19:14:04.194000,0.36,-3.537,2.378,-2.561
1697310844234,2023-10-14T19:14:04.234000,0.4,1.951,-1.585,-0.793
1697310844274,2023-10-14T19:14:04.274000,0.44,5.244,-1.585,0.183
1697310844314,2023-10-14T19:14:04.314000,0.48,3.78,-1.28,2.927
1697310844354,2023-10-14T19:14:04.354000,0.52,8.232,-4.939,3.415
1697310844394,2023-10-14T19:14:04.394000,0.56,12.012,-4.024,1.22
1697310844434,2023-10-14T19:14:04.434000,0.6,7.927,-4.39,0.61
1697310844474,2023-10-14T19:14:04.474000,0.64,7.134,-4.573,0.976
1697310844514,2023-10-14T19:14:04.514000,0.68,10.0,-5.366,1.89
1697310844554,2023-10-14T19:14:04.554000,0.72,7.378,-1.768,2.561
1697310844594,2023-10-14T19:14:04.594000,0.76,0.061,-2.988,2.561
1697310844634,2023-10-14T19:14:04.634000,0.8,-1.829,-0.183,-1.28
1697310844674,2023-10-14T19:14:04.674000,0.84,-2.439,-2.012,-2.805
1697310844714,2023-10-14T19:14:04.714000,0.88,-3.72,-1.585,-1.89
1697310844754,2023-10-14T19:14:04.754000,0.92,1.159,-3.72,-1.524
1697310844794,2023-10-14T19:14:04.794000,0.96,-5.305,-2.378,-2.744
1697310844834,2023-10-14T19:14:04.834000,1.0,-11.524,0.488,-4.512
1697310844874,2023-10-14T19:14:04.874000,1.04,-7.439,-4.146,-5.061
1697310844914,2023-10-14T19:14:04.914000,1.08,-6.402,-6.28,-4.695
1697310844954,2023-10-14T19:14:04.954000,1.12,-1.707,-9.39,-2.988
1697310844994,2023-10-14T19:14:04.994000,1.16,-2.988,0.488,-3.476
1697310845034,2023-10-14T19:14:05.034000,1.2,-5.793,2.744,-4.573
1697310845074,2023-10-14T19:14:05.074000,1.24,-10.061,-2.622,-3.659
1697310845114,2023-10-14T19:14:05.114000,1.28,-9.573,1.707,-5.122
1697310845154,2023-10-14T19:14:05.154000,1.32,-2.561,-1.037,-6.646
1697310845194,2023-10-14T19:14:05.194000,1.36,-2.256,1.707,-7.683
1697310845234,2023-10-14T19:14:05.234000,1.4,-7.134,-4.634,-1.707
1697310845274,2023-10-14T19:14:05.274000,1.44,-7.744,0.0,-1.829
1697310845314,2023-10-14T19:14:05.314000,1.48,-6.159,-5.061,-4.146
1697310845354,2023-10-14T19:14:05.354000,1.52,-10.061,1.28,-8.049
