epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1697118586995,2023-10-12T13:49:46.995000,0.0,-0.29,0.887,-0.102
1697118587075,2023-10-12T13:49:47.075000,0.08,-0.23,0.843,-0.059
1697118587155,2023-10-12T13:49:47.155000,0.16,-0.182,0.752,-0.029
1697118587235,2023-10-12T13:49:47.235000,0.24,-0.14,0.707,-0.026
1697118587315,2023-10-12T13:49:47.315000,0.32,-0.161,0.821,-0.055
1697118587395,2023-10-12T13:49:47.395000,0.4,-0.155,0.938,-0.115
1697118587475,2023-10-12T13:49:47.475000,0.48,-0.157,0.9,-0.128
1697118587555,2023-10-12T13:49:47.555000,0.56,-0.15,0.79,-0.146
1697118587635,2023-10-12T13:49:47.635000,0.64,-0.163,0.74,-0.127
1697118587715,2023-10-12T13:49:47.715000,0.72,-0.208,0.809,-0.173
1697118587795,2023-10-12T13:49:47.795000,0.8,-0.272,0.841,-0.17
1697118587875,2023-10-12T13:49:47.875000,0.88,-0.306,0.847,-0.211
1697118587955,2023-10-12T13:49:47.955000,0.96,-0.296,0.83,-0.208
1697118588035,2023-10-12T13:49:48.035000,1.04,-0.278,0.848,-0.231
1697118588115,2023-10-12T13:49:48.115000,1.12,-0.297,0.903,-0.228
1697118588195,2023-10-12T13:49:48.195000,1.2,-0.286,0.912,-0.193
1697118588275,2023-10-12T13:49:48.275000,1.28,-0.281,0.953,-0.221
1697118588355,2023-10-12T13:49:48.355000,1.36,-0.281,0.979,-0.189
1697118588435,2023-10-12T13:49:48.435000,1.44,-0.235,0.99,-0.124
1697118588515,2023-10-12T13:49:48.515000,1.52,-0.208,1.148,-0.161
1697118588595,2023-10-12T13:49:48.595000,1.6,-0.134,1.276,-0.116
1697118588675,2023-10-12T13:49:48.675000,1.68,-0.069,1.204,-0.107
1697118588755,2023-10-12T13:49:48.755000,1.76,-0.034,0.985,-0.112
1697118588835,2023-10-12T13:49:48.835000,1.84,-0.041,0.924,-0.1
1697118588915,2023-10-12T13:49:48.915000,1.92,-0.063,1.197,-0.111
1697118588995,2023-10-12T13:49:48.995000,2.0,-0.146,1.489,-0.173
1697118589075,2023-10-12T13:49:49.075000,2.08,-0.218,1.288,-0.188
1697118589155,2023-10-12T13:49:49.155000,2.16,-0.262,1.011,-0.186
1697118589235,2023-10-12T13:49:49.235000,2.24,-0.326,0.848,-0.194
1697118589315,2023-10-12T13:49:49.315000,2.32,-0.376,0.806,-0.248
1697118589395,2023-10-12T13:49:49.395000,2.4,-0.366,0.764,-0.212
1697118589475,2023-10-12T13:49:49.475000,2.48,-0.342,0.763,-0.152
1697118589555,2023-10-12T13:49:49.555000,2.56,-0.32,0.778,-0.115
1697118589635,2023-10-12T13:49:49.635000,2.64,-0.31,0.835,-0.103
1697118589715,2023-10-12T13:49:49.715000,2.72,-0.279,0.876,-0.105
1697118589795,2023-10-12T13:49:49.795000,2.8,-0.248,0.875,-0.058
1697118589875,2023-10-12T13:49:49.875000,2.88,-0.182,0.849,-0.071
1697118589955,2023-10-12T13:49:49.955000,2.96,-0.194,0.7,-0.099
1697118590035,2023-10-12T13:49:50.035000,3.04,-0.137,0.724,-0.113
1697118590115,2023-10-12T13:49:50.115000,3.12,-0.185,0.958,-0.062
1697118590195,2023-10-12T13:49:50.195000,3.2,-0.164,0.99,-0.044
1697118590275,2023-10-12T13:49:50.275000,3.28,-0.185,0.954,-0.053
1697118590355,2023-10-12T13:49:50.355000,3.36,-0.2,0.927,-0.08
1697118590435,2023-10-12T13:49:50.435000,3.44,-0.207,0.807,-0.117
1697118590515,2023-10-12T13:49:50.515000,3.52,-0.198,0.672,-0.151
1697118590595,2023-10-12T13:49:50.595000,3.6,-0.228,0.667,-0.172
1697118590675,2023-10-12T13:49:50.675000,3.68,-0.23,0.785,-0.222
1697118590755,2023-10-12T13:49:50.755000,3.76,-0.257,0.825,-0.248
1697118590835,2023-10-12T13:49:50.835000,3.84,-0.241,0.819,-0.26
1697118590915,2023-10-12T13:49:50.915000,3.92,-0.264,0.827,-0.252
1697118590995,2023-10-12T13:49:50.995000,4.0,-0.25,0.955,-0.262
1697118591075,2023-10-12T13:49:51.075000,4.08,-0.264,1.071,-0.239
1697118591155,2023-10-12T13:49:51.155000,4.16,-0.223,1.138,-0.176
1697118591235,2023-10-12T13:49:51.235000,4.24,-0.159,1.185,-0.195
1697118591315,2023-10-12T13:49:51.315000,4.32,-0.133,1.173,-0.164
1697118591395,2023-10-12T13:49:51.395000,4.4,-0.102,1.175,-0.169
1697118591475,2023-10-12T13:49:51.475000,4.48,-0.056,1.062,-0.164
1697118591555,2023-10-12T13:49:51.555000,4.56,-0.026,0.924,-0.131
1697118591635,2023-10-12T13:49:51.635000,4.64,-0.048,0.979,-0.091
1697118591715,2023-10-12T13:49:51.715000,4.72,-0.109,1.268,-0.052
1697118591795,2023-10-12T13:49:51.795000,4.8,-0.197,1.485,-0.14
1697118591875,2023-10-12T13:49:51.875000,4.88,-0.256,1.208,-0.1
1697118591955,2023-10-12T13:49:51.955000,4.96,-0.296,0.963,-0.098
1697118592035,2023-10-12T13:49:52.035000,5.04,-0.338,0.873,-0.187
1697118592115,2023-10-12T13:49:52.115000,5.12,-0.322,0.767,-0.102
1697118592195,2023-10-12T13:49:52.195000,5.2,-0.34,0.805,-0.177
1697118592275,2023-10-12T13:49:52.275000,5.28,-0.348,0.813,-0.178
1697118592355,2023-10-12T13:49:52.355000,5.36,-0.363,0.843,-0.174
1697118592435,2023-10-12T13:49:52.435000,5.44,-0.366,0.875,-0.162
1697118592515,2023-10-12T13:49:52.515000,5.52,-0.332,0.853,-0.109
1697118592595,2023-10-12T13:49:52.595000,5.6,-0.256,0.815,-0.06
1697118592675,2023-10-12T13:49:52.675000,5.68,-0.194,0.794,-0.022
1697118592755,2023-10-12T13:49:52.755000,5.76,-0.155,0.756,-0.09
1697118592835,2023-10-12T13:49:52.835000,5.84,-0.141,0.766,-0.077
1697118592915,2023-10-12T13:49:52.915000,5.92,-0.145,0.926,-0.093
1697118592995,2023-10-12T13:49:52.995000,6.0,-0.144,0.979,-0.079
1697118593075,2023-10-12T13:49:53.075000,6.08,-0.151,0.933,-0.093
1697118593155,2023-10-12T13:49:53.155000,6.16,-0.145,0.769,-0.112
1697118593235,2023-10-12T13:49:53.235000,6.24,-0.141,0.717,-0.176
1697118593315,2023-10-12T13:49:53.315000,6.32,-0.199,0.752,-0.167
1697118593395,2023-10-12T13:49:53.395000,6.4,-0.23,0.79,-0.181
1697118593475,2023-10-12T13:49:53.475000,6.48,-0.26,0.812,-0.247
1697118593555,2023-10-12T13:49:53.555000,6.56,-0.275,0.844,-0.281
1697118593635,2023-10-12T13:49:53.635000,6.64,-0.304,0.887,-0.238
1697118593715,2023-10-12T13:49:53.715000,6.72,-0.347,0.933,-0.198
1697118593795,2023-10-12T13:49:53.795000,6.8,-0.323,0.979,-0.185
1697118593875,2023-10-12T13:49:53.875000,6.88,-0.278,0.982,-0.158
1697118593955,2023-10-12T13:49:53.955000,6.96,-0.214,1.057,-0.201
1697118594035,2023-10-12T13:49:54.035000,7.04,-0.149,1.149,-0.214
1697118594115,2023-10-12T13:49:54.115000,7.12,-0.093,1.218,-0.176
1697118594195,2023-10-12T13:49:54.195000,7.2,-0.072,1.201,-0.086
1697118594275,2023-10-12T13:49:54.275000,7.28,-0.069,1.075,-0.115
1697118594355,2023-10-12T13:49:54.355000,7.36,-0.091,0.896,-0.075
1697118594435,2023-10-12T13:49:54.435000,7.44,-0.072,0.893,-0.102
1697118594515,2023-10-12T13:49:54.515000,7.52,-0.101,1.137,-0.014
1697118594595,2023-10-12T13:49:54.595000,7.6,-0.179,1.455,-0.051
1697118594675,2023-10-12T13:49:54.675000,7.68,-0.254,1.341,-0.149
1697118594755,2023-10-12T13:49:54.755000,7.76,-0.277,1.01,-0.091
1697118594835,2023-10-12T13:49:54.835000,7.84,-0.313,0.889,-0.13
1697118594915,2023-10-12T13:49:54.915000,7.92,-0.374,0.843,-0.222
1697118594995,2023-10-12T13:49:54.995000,8.0,-0.381,0.792,-0.265
1697118595075,2023-10-12T13:49:55.075000,8.08,-0.375,0.773,-0.253
1697118595155,2023-10-12T13:49:55.155000,8.16,-0.364,0.797,-0.2
1697118595235,2023-10-12T13:49:55.235000,8.24,-0.336,0.828,-0.163
1697118595315,2023-10-12T13:49:55.315000,8.32,-0.298,0.813,-0.063
1697118595395,2023-10-12T13:49:55.395000,8.4,-0.286,0.886,-0.152
1697118595475,2023-10-12T13:49:55.475000,8.48,-0.261,0.889,-0.072
1697118595555,2023-10-12T13:49:55.555000,8.56,-0.201,0.831,-0.052
1697118595635,2023-10-12T13:49:55.635000,8.64,-0.159,0.689,-0.087
1697118595715,2023-10-12T13:49:55.715000,8.72,-0.146,0.759,-0.085
1697118595795,2023-10-12T13:49:55.795000,8.8,-0.168,0.989,-0.136
1697118595875,2023-10-12T13:49:55.875000,8.88,-0.156,1.001,-0.106
1697118595955,2023-10-12T13:49:55.955000,8.96,-0.144,0.905,-0.116
1697118596035,2023-10-12T13:49:56.035000,9.04,-0.154,0.753,-0.138
1697118596115,2023-10-12T13:49:56.115000,9.12,-0.174,0.716,-0.166
1697118596195,2023-10-12T13:49:56.195000,9.2,-0.213,0.756,-0.186
1697118596275,2023-10-12T13:49:56.275000,9.28,-0.236,0.769,-0.235
1697118596355,2023-10-12T13:49:56.355000,9.36,-0.26,0.774,-0.254
1697118596435,2023-10-12T13:49:56.435000,9.44,-0.307,0.818,-0.22
1697118596515,2023-10-12T13:49:56.515000,9.52,-0.333,0.858,-0.226
1697118596595,2023-10-12T13:49:56.595000,9.6,-0.312,0.869,-0.15
1697118596675,2023-10-12T13:49:56.675000,9.68,-0.291,0.932,-0.113
1697118596755,2023-10-12T13:49:56.755000,9.76,-0.283,1.066,-0.081
1697118596835,2023-10-12T13:49:56.835000,9.84,-0.239,1.255,-0.116
1697118596915,2023-10-12T13:49:56.915000,9.92,-0.151,1.336,-0.178
1697118596995,2023-10-12T13:49:56.995000,10.0,-0.09,1.257,-0.151
1697118597075,2023-10-12T13:49:57.075000,10.08,-0.066,1.062,-0.111
1697118597155,2023-10-12T13:49:57.155000,10.16,-0.093,0.927,-0.085
1697118597235,2023-10-12T13:49:57.235000,10.24,-0.071,0.828,-0.124
1697118597315,2023-10-12T13:49:57.315000,10.32,-0.064,0.879,-0.128
1697118597395,2023-10-12T13:49:57.395000,10.4,-0.095,1.25,-0.118
1697118597475,2023-10-12T13:49:57.475000,10.48,-0.167,1.523,-0.138
1697118597555,2023-10-12T13:49:57.555000,10.56,-0.223,1.295,-0.197
1697118597635,2023-10-12T13:49:57.635000,10.64,-0.215,0.944,-0.156
1697118597715,2023-10-12T13:49:57.715000,10.72,-0.284,0.824,-0.138
1697118597795,2023-10-12T13:49:57.795000,10.8,-0.339,0.786,-0.14
1697118597875,2023-10-12T13:49:57.875000,10.88,-0.357,0.765,-0.14
1697118597955,2023-10-12T13:49:57.955000,10.96,-0.359,0.793,-0.152
1697118598035,2023-10-12T13:49:58.035000,11.04,-0.373,0.806,-0.188
1697118598115,2023-10-12T13:49:58.115000,11.12,-0.374,0.812,-0.179
1697118598195,2023-10-12T13:49:58.195000,11.2,-0.395,0.858,-0.198
1697118598275,2023-10-12T13:49:58.275000,11.28,-0.373,0.895,-0.211
1697118598355,2023-10-12T13:49:58.355000,11.36,-0.35,0.915,-0.194
1697118598435,2023-10-12T13:49:58.435000,11.44,-0.323,0.929,-0.182
1697118598515,2023-10-12T13:49:58.515000,11.52,-0.241,0.934,-0.168
1697118598595,2023-10-12T13:49:58.595000,11.6,-0.181,0.848,-0.128
1697118598675,2023-10-12T13:49:58.675000,11.68,-0.11,0.719,-0.121
1697118598755,2023-10-12T13:49:58.755000,11.76,-0.083,0.787,-0.115
1697118598835,2023-10-12T13:49:58.835000,11.84,-0.097,0.95,-0.113
1697118598915,2023-10-12T13:49:58.915000,11.92,-0.11,0.962,-0.122
1697118598995,2023-10-12T13:49:58.995000,12.0,-0.111,0.807,-0.152
1697118599075,2023-10-12T13:49:59.075000,12.08,-0.117,0.706,-0.174
1697118599155,2023-10-12T13:49:59.155000,12.16,-0.163,0.8,-0.201
1697118599235,2023-10-12T13:49:59.235000,12.24,-0.234,0.826,-0.228
1697118599315,2023-10-12T13:49:59.315000,12.32,-0.228,0.801,-0.25
1697118599395,2023-10-12T13:49:59.395000,12.4,-0.234,0.786,-0.253
1697118599475,2023-10-12T13:49:59.475000,12.48,-0.28,0.787,-0.231
1697118599555,2023-10-12T13:49:59.555000,12.56,-0.293,0.817,-0.247
1697118599635,2023-10-12T13:49:59.635000,12.64,-0.318,0.894,-0.175
1697118599715,2023-10-12T13:49:59.715000,12.72,-0.26,1.022,-0.195
1697118599795,2023-10-12T13:49:59.795000,12.8,-0.202,1.175,-0.208
1697118599875,2023-10-12T13:49:59.875000,12.88,-0.187,1.276,-0.164
1697118599955,2023-10-12T13:49:59.955000,12.96,-0.166,1.314,-0.207
1697118600035,2023-10-12T13:50:00.035000,13.04,-0.163,1.138,-0.105
1697118600115,2023-10-12T13:50:00.115000,13.12,-0.049,0.953,-0.127
1697118600195,2023-10-12T13:50:00.195000,13.2,-0.085,0.911,-0.057
1697118600275,2023-10-12T13:50:00.275000,13.28,-0.07,0.926,-0.102
